维度	实体	载体/路径	出处	状态数	判据类型	归属片
D1资源	frame_196	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_196.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_197	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_197.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_198	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_198.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_200	client/Assets/Resources/Sprites/Ui/Slots/ui_out/frame_200.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_201	client/Assets/Resources/Sprites/Ui/Bars/ui_battle_end_out/frame_201.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_201	client/Assets/Resources/Sprites/Ui/Slots/ui_out/frame_201.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_205	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_205.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_213	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_213.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_214	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_214.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_215	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_215.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_216	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_216.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_222	client/Assets/Resources/Sprites/Ui/Bars/ui_battle_end_out/frame_222.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_223	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_223.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_225	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_225.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_226	client/Assets/Resources/Sprites/Ui/Icons/ui_battle_end_out/frame_226.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_226	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_226.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_279	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_279.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_280	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_280.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_281	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_281.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_292	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_292.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_300	client/Assets/Resources/Sprites/Ui/Buttons/ui_out/frame_300.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_357	client/Assets/Resources/Sprites/Ui/Buttons/ui_out/frame_357.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_359	client/Assets/Resources/Sprites/Ui/Buttons/ui_out/frame_359.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_476	client/Assets/Resources/Sprites/Ui/Buttons/ui_out/frame_476.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_505	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_505.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_506	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_506.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_519	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_519.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_521	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_521.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_526	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_526.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_527	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_527.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_531	client/Assets/Resources/Sprites/Ui/Slots/ui_out/frame_531.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_532	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_532.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_551	client/Assets/Resources/Sprites/Ui/Buttons/ui_out/frame_551.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_555	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_555.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_563	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_563.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_570	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_570.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_572	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_572.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_592	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_592.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_597	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_597.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_802	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_802.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_806	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_806.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_807	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_807.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_808	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_808.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_811	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_811.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_812	client/Assets/Resources/Sprites/Ui/Panels/ui_out/frame_812.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_878	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_878.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	frame_883	client/Assets/Resources/Sprites/Ui/Icons/ui_out/frame_883.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	get_elixir_02	client/Assets/Resources/Sound/SFX/ElixirFull/get_elixir_02.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	grabcard_01	client/Assets/Resources/Sound/SFX/GrabCard/grabcard_01.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	king_activate_01	client/Assets/Resources/Sound/SFX/TowerActivate/king_activate_01.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	level_barbarian_arena_out	cr-assets-png/assets/sc/level_barbarian_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_bone_arena_out	cr-assets-png/assets/sc/level_bone_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_builder_arena_out	cr-assets-png/assets/sc/level_builder_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_champion_arena_out	cr-assets-png/assets/sc/level_champion_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_dark_arena_out	cr-assets-png/assets/sc/level_dark_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_decos_out	cr-assets-png/assets/sc/level_decos_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_electric_arena_out	cr-assets-png/assets/sc/level_electric_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_goblin_arena_out	cr-assets-png/assets/sc/level_goblin_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_ice_arena_out	cr-assets-png/assets/sc/level_ice_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_jungle_arena_out	cr-assets-png/assets/sc/level_jungle_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_legendary_arena_out	cr-assets-png/assets/sc/level_legendary_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_royal_arena_out	cr-assets-png/assets/sc/level_royal_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_spell_arena_out	cr-assets-png/assets/sc/level_spell_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	level_touchdown_arena_out	cr-assets-png/assets/sc/level_touchdown_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	loading_bg	client/Assets/Resources/Sprites/Ui/loading_bg.png	ResPaths.cs (UiFrame) / copy-ui-assets.py	2	脚本断言	AE1-D1
D1资源	loading_out	cr-assets-png/assets/sc/loading_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	music_lobby_202606	client/Assets/Resources/Sound/BGM/Menu/music_lobby_202606.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	npc_die_04	client/Assets/Resources/Sound/SFX/Death/npc_die_04.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	sc	原版资源/sc	参考规格.md §9	30	参考物比对	AE1-D1
D1资源	scroll_draw_01	client/Assets/Resources/Sound/SFX/Draw/scroll_draw_01.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	scroll_lose_01	client/Assets/Resources/Sound/SFX/Lose/scroll_lose_01.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	scroll_preresult_loop_01	client/Assets/Resources/Sound/BGM/Result/scroll_preresult_loop_01.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	scroll_win_02	client/Assets/Resources/Sound/SFX/Win/scroll_win_02.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	spell_goblin_barrel_out	client/Assets/Resources/Sprites/Cards/spell_goblin_barrel_out	参考规格.md §6 / ResPaths.cs	13	脚本断言	AE1-D1
D1资源	spell_goblin_barrel_out	cr-assets-png/assets/sc/spell_goblin_barrel_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	summon_own_07	client/Assets/Resources/Sound/SFX/PlayCard/summon_own_07.ogg	参考规格.md §7 S27 / AudioPaths.cs	1	脚本断言	AE1-D1
D1资源	tutorial_out	cr-assets-png/assets/sc/tutorial_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	ui_arena_out	cr-assets-png/assets/sc/ui_arena_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	ui_battle_end_out	cr-assets-png/assets/sc/ui_battle_end_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	ui_chest_3d_out	cr-assets-png/assets/sc/ui_chest_3d_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	ui_chest_out	cr-assets-png/assets/sc/ui_chest_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	ui_out	cr-assets-png/assets/sc/ui_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D1资源	ui_spells_out	client/Assets/Resources/Sprites/Cards/ui_spells_out	参考规格.md §6 / ResPaths.cs	92	脚本断言	AE1-D1
D1资源	ui_spells_out	cr-assets-png/assets/sc/ui_spells_out	参考规格.md §9 / cr-assets-png	2	参考物比对	AE1-D1
D2几何	场景生成器 SceneBuilder	client/Assets/Editor/SceneBuilder.cs	参考规格.md §7	1	脚本断言	AE1-D2
D2几何	场景：Battle01	client/Assets/Scenes/Battle01.unity	verif验收表 T2-B1 / 参考规格.md §7	1	脚本断言	AE1-D2
D2几何	场景：Boot	client/Assets/Scenes/Boot.unity	verif验收表 T2-B1 / 参考规格.md §7	1	脚本断言	AE1-D2
D2几何	场景：Main	client/Assets/Scenes/Main.unity	verif验收表 T2-B1 / 参考规格.md §7	1	脚本断言	AE1-D2
D2几何	竞技场实体：中线	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：公主塔 BLUE 右	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：公主塔 BLUE 左	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：公主塔 RED 右	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：公主塔 RED 左	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：右桥	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：国王塔 BLUE	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：国王塔 RED	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：场地尺寸	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：坐标约定	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：左桥	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场实体：河道	client/Assets/Scripts/Core/GameConst.cs	参考规格.md §2	3	脚本断言	AE1-D2
D2几何	竞技场节点：KingTower × 2 / PrincessTower × 4	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：右桥 BridgeRight	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：塔位来自 GameConst（不写死）	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：塔根节点 Towers	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：左桥 BridgeLeft	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：底图分段 Seg / SegF	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：河道带 RiverBand	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	竞技场节点：竞技场底图对象 Base	client/Assets/Scripts/View/ArenaView.cs	参考规格.md §2 + ArenaView.cs	2	脚本断言+并排图	AE1-D2
D2几何	面板：BootPanel	client/Assets/Scripts/UI/Panels/BootPanel.cs	参考规格 §7 / S1 启动画面	3	并排图	AE1-D2
D2几何	面板：DeckEditPanel	client/Assets/Scripts/UI/Panels/DeckEditPanel.cs	参考规格 §7 / S7 卡组编辑	3	并排图	AE1-D2
D2几何	面板：HudPanel	client/Assets/Scripts/UI/Panels/HudPanel.cs	参考规格 §7 / S9/S10/S11/S12 对局 HUD	3	并排图	AE1-D2
D2几何	面板：LoadingPanel	client/Assets/Scripts/UI/Panels/LoadingPanel.cs	参考规格 §7 / S8 读条进图	3	并排图	AE1-D2
D2几何	面板：LoginPanel	client/Assets/Scripts/UI/Panels/LoginPanel.cs	参考规格 §7 / S3 登录	3	并排图	AE1-D2
D2几何	面板：MainMenuPanel	client/Assets/Scripts/UI/Panels/MainMenuPanel.cs	参考规格 §7 / S2 主菜单	3	并排图	AE1-D2
D2几何	面板：NicknamePanel	client/Assets/Scripts/UI/Panels/NicknamePanel.cs	参考规格 §7 / S4 昵称	3	并排图	AE1-D2
D2几何	面板：PausePanel	client/Assets/Scripts/UI/Panels/PausePanel.cs	参考规格 §7 / S22 暂停菜单	3	并排图	AE1-D2
D2几何	面板：RegisterPanel	client/Assets/Scripts/UI/Panels/RegisterPanel.cs	参考规格 §7 / S3 注册	3	并排图	AE1-D2
D2几何	面板：ResultPanel	client/Assets/Scripts/UI/Panels/ResultPanel.cs	参考规格 §7 / S21 结算	3	并排图	AE1-D2
D2几何	面板：RoomListPanel	client/Assets/Scripts/UI/Panels/RoomListPanel.cs	参考规格 §7 / S5 房间列表	3	并排图	AE1-D2
D2几何	面板：RoomPanel	client/Assets/Scripts/UI/Panels/RoomPanel.cs	参考规格 §7 / S6 房间内	3	并排图	AE1-D2
D2几何	面板：SettingsPanel	client/Assets/Scripts/UI/Panels/SettingsPanel.cs	参考规格 §7 / S23 设置	3	并排图	AE1-D2
D3材质	可见物件：(目录) Arrow	client/Assets/Resources/Sprites/Effects/Arrow	参考规格.md §6 / ResPaths.cs	20	脚本断言	AE1-D3
D3材质	可见物件：(目录) Blast	client/Assets/Resources/Sprites/Effects/Blast	参考规格.md §6 / ResPaths.cs	10	脚本断言	AE1-D3
D3材质	可见物件：(目录) Hit	client/Assets/Resources/Sprites/Effects/Hit	参考规格.md §6 / ResPaths.cs	7	脚本断言	AE1-D3
D3材质	可见物件：(目录) arena_training_out	client/Assets/Resources/Sprites/Arenas/arena_training_out	参考规格.md §6 / ResPaths.cs	23	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_barbarian_hut_out	client/Assets/Resources/Sprites/Buildings/building_barbarian_hut_out	参考规格.md §6 / ResPaths.cs	2	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_basic_cannon_out	client/Assets/Resources/Sprites/Buildings/building_basic_cannon_out	参考规格.md §6 / ResPaths.cs	39	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_bomb_tower_out	client/Assets/Resources/Sprites/Buildings/building_bomb_tower_out	参考规格.md §6 / ResPaths.cs	3	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_elixir_collector_out	client/Assets/Resources/Sprites/Buildings/building_elixir_collector_out	参考规格.md §6 / ResPaths.cs	5	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_goblin_hut_out	client/Assets/Resources/Sprites/Buildings/building_goblin_hut_out	参考规格.md §6 / ResPaths.cs	5	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_inferno_tower_out	client/Assets/Resources/Sprites/Buildings/building_inferno_tower_out	参考规格.md §6 / ResPaths.cs	3	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_mortar_out	client/Assets/Resources/Sprites/Buildings/building_mortar_out	参考规格.md §6 / ResPaths.cs	10	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_tesla_out	client/Assets/Resources/Sprites/Buildings/building_tesla_out	参考规格.md §6 / ResPaths.cs	41	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_tombstone_out	client/Assets/Resources/Sprites/Buildings/building_tombstone_out	参考规格.md §6 / ResPaths.cs	18	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_tower_out	client/Assets/Resources/Sprites/Towers/building_tower_out	参考规格.md §6 / ResPaths.cs	214	脚本断言	AE1-D3
D3材质	可见物件：(目录) building_xbow_out	client/Assets/Resources/Sprites/Buildings/building_xbow_out	参考规格.md §6 / ResPaths.cs	21	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_archer_out	client/Assets/Resources/Sprites/Units/chr_archer_out	参考规格.md §6 / ResPaths.cs	252	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_axe_man_out	client/Assets/Resources/Sprites/Units/chr_axe_man_out	参考规格.md §6 / ResPaths.cs	360	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_baby_dragon_out	client/Assets/Resources/Sprites/Units/chr_baby_dragon_out	参考规格.md §6 / ResPaths.cs	651	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_balloon_out	client/Assets/Resources/Sprites/Units/chr_balloon_out	参考规格.md §6 / ResPaths.cs	10	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_bandit_out	client/Assets/Resources/Sprites/Units/chr_bandit_out	参考规格.md §6 / ResPaths.cs	325	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_barbarian_out	client/Assets/Resources/Sprites/Units/chr_barbarian_out	参考规格.md §6 / ResPaths.cs	1029	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_bats_out	client/Assets/Resources/Sprites/Units/chr_bats_out	参考规格.md §6 / ResPaths.cs	90	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_battle_ram_out	client/Assets/Resources/Sprites/Units/chr_battle_ram_out	参考规格.md §6 / ResPaths.cs	243	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_bomber_out	client/Assets/Resources/Sprites/Units/chr_bomber_out	参考规格.md §6 / ResPaths.cs	432	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_bowler_out	client/Assets/Resources/Sprites/Units/chr_bowler_out	参考规格.md §6 / ResPaths.cs	486	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_electro_wizard_out	client/Assets/Resources/Sprites/Units/chr_electro_wizard_out	参考规格.md §6 / ResPaths.cs	301	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_fire_firespirit_out	client/Assets/Resources/Sprites/Units/chr_fire_firespirit_out	参考规格.md §6 / ResPaths.cs	82	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_giant_out	client/Assets/Resources/Sprites/Units/chr_giant_out	参考规格.md §6 / ResPaths.cs	468	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_giant_skeleton_out	client/Assets/Resources/Sprites/Units/chr_giant_skeleton_out	参考规格.md §6 / ResPaths.cs	450	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_goblin_archer_out	client/Assets/Resources/Sprites/Units/chr_goblin_archer_out	参考规格.md §6 / ResPaths.cs	342	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_goblin_blowdart_out	client/Assets/Resources/Sprites/Units/chr_goblin_blowdart_out	参考规格.md §6 / ResPaths.cs	252	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_goblin_out	client/Assets/Resources/Sprites/Units/chr_goblin_out	参考规格.md §6 / ResPaths.cs	288	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_hog_rider_out	client/Assets/Resources/Sprites/Units/chr_hog_rider_out	参考规格.md §6 / ResPaths.cs	342	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_ice_spirits_out	client/Assets/Resources/Sprites/Units/chr_ice_spirits_out	参考规格.md §6 / ResPaths.cs	82	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_ice_wizard_out	client/Assets/Resources/Sprites/Units/chr_ice_wizard_out	参考规格.md §6 / ResPaths.cs	335	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_knight_out	client/Assets/Resources/Sprites/Units/chr_knight_out	参考规格.md §6 / ResPaths.cs	486	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_lava_hound_out	client/Assets/Resources/Sprites/Units/chr_lava_hound_out	参考规格.md §6 / ResPaths.cs	306	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_lava_pups_out	client/Assets/Resources/Sprites/Units/chr_lava_pups_out	参考规格.md §6 / ResPaths.cs	163	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_mega_knight_out	client/Assets/Resources/Sprites/Units/chr_mega_knight_out	参考规格.md §6 / ResPaths.cs	619	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_mega_minion_out	client/Assets/Resources/Sprites/Units/chr_mega_minion_out	参考规格.md §6 / ResPaths.cs	252	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_miner_out	client/Assets/Resources/Sprites/Units/chr_miner_out	参考规格.md §6 / ResPaths.cs	415	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_mini_pekka_out	client/Assets/Resources/Sprites/Units/chr_mini_pekka_out	参考规格.md §6 / ResPaths.cs	416	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_minion_out	client/Assets/Resources/Sprites/Units/chr_minion_out	参考规格.md §6 / ResPaths.cs	270	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_movingcannon_out	client/Assets/Resources/Sprites/Units/chr_movingcannon_out	参考规格.md §6 / ResPaths.cs	145	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_musketeer_out	client/Assets/Resources/Sprites/Units/chr_musketeer_out	参考规格.md §6 / ResPaths.cs	414	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_pekka_out	client/Assets/Resources/Sprites/Units/chr_pekka_out	参考规格.md §6 / ResPaths.cs	396	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_prince_out	client/Assets/Resources/Sprites/Units/chr_prince_out	参考规格.md §6 / ResPaths.cs	522	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_princess_out	client/Assets/Resources/Sprites/Units/chr_princess_out	参考规格.md §6 / ResPaths.cs	748	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_royal_giant_out	client/Assets/Resources/Sprites/Units/chr_royal_giant_out	参考规格.md §6 / ResPaths.cs	477	脚本断言	AE1-D3
D3材质	可见物件：(目录) chr_skeleton_out	client/Assets/Resources/Sprites/Units/chr_skeleton_out	参考规格.md §6 / ResPaths.cs	117	脚本断言	AE1-D3
